# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Fri Jan 12 04:34:25 2018
#
# COLUMN pl_hostname:    Host Name
# COLUMN pl_letter:      Planet Letter
# COLUMN pl_discmethod:  Discovery Method
# COLUMN pl_pnum:        Number of Planets in System
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbpererr1:  Orbital Period Upper Unc. [days]
# COLUMN pl_orbpererr2:  Orbital Period Lower Unc. [days]
# COLUMN pl_orbperlim:   Orbital Period Limit Flag
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [AU]
# COLUMN pl_orbsmaxerr1: Orbit Semi-Major Axis Upper Unc. [AU]
# COLUMN pl_orbsmaxerr2: Orbit Semi-Major Axis Lower Unc. [AU]
# COLUMN pl_orbsmaxlim:  Orbit Semi-Major Axis Limit Flag
# COLUMN pl_orbeccen:    Eccentricity
# COLUMN pl_orbeccenerr1: Eccentricity Upper Unc.
# COLUMN pl_orbeccenerr2: Eccentricity Lower Unc.
# COLUMN pl_orbeccenlim: Eccentricity Limit Flag
# COLUMN pl_orbincl:     Inclination [deg]
# COLUMN pl_orbinclerr1: Inclination Upper Unc. [deg]
# COLUMN pl_orbinclerr2: Inclination Lower Unc. [deg]
# COLUMN pl_orbincllim:  Inclination Limit Flag
# COLUMN pl_bmassj:      Planet Mass or M*sin(i)[Jupiter mass]
# COLUMN pl_bmassjerr1:  Planet Mass or M*sin(i)Upper Unc. [Jupiter mass]
# COLUMN pl_bmassjerr2:  Planet Mass or M*sin(i)Lower Unc. [Jupiter mass]
# COLUMN pl_bmassjlim:   Planet Mass or M*sin(i)Limit Flag
# COLUMN pl_bmassprov:   Planet Mass or M*sin(i) Provenance
# COLUMN pl_radj:        Planet Radius [Jupiter radii]
# COLUMN pl_radjerr1:    Planet Radius Upper Unc. [Jupiter radii]
# COLUMN pl_radjerr2:    Planet Radius Lower Unc. [Jupiter radii]
# COLUMN pl_radjlim:     Planet Radius Limit Flag
# COLUMN pl_dens:        Planet Density [g/cm**3]
# COLUMN pl_denserr1:    Planet Density Upper Unc. [g/cm**3]
# COLUMN pl_denserr2:    Planet Density Lower Unc. [g/cm**3]
# COLUMN pl_denslim:     Planet Density Limit Flag
# COLUMN pl_ttvflag:     TTV Flag
# COLUMN pl_kepflag:     Kepler Field Flag
# COLUMN pl_k2flag:      K2 Mission Flag
# COLUMN pl_nnotes:      Number of Notes
# COLUMN ra_str:         RA [sexagesimal]
# COLUMN ra:             RA [sexagesimal]
# COLUMN dec_str:        Dec [sexagesimal]
# COLUMN dec:            Dec [sexagesimal]
# COLUMN st_dist:        Distance [pc]
# COLUMN st_disterr1:    Distance Upper Unc. [pc]
# COLUMN st_disterr2:    Distance Lower Unc. [pc]
# COLUMN st_distlim:     Distance Limit Flag
# COLUMN st_optmag:      Optical Magnitude [mag]
# COLUMN st_optmagerr:   Optical Magnitude Unc. [mag]
# COLUMN st_optmaglim:   Optical Magnitude Limit Flag
# COLUMN st_optmagblend: Optical Magnitude Blend Flag
# COLUMN st_optband:     Optical Magnitude Band
# COLUMN gaia_gmag:      G-band (Gaia) [mag]
# COLUMN gaia_gmagerr:   G-band (Gaia) Unc. [mag]
# COLUMN gaia_gmaglim:   G-band (Gaia) Limit Flag
# COLUMN st_teff:        Effective Temperature [K]
# COLUMN st_tefferr1:    Effective Temperature Upper Unc. [K]
# COLUMN st_tefferr2:    Effective Temperature Lower Unc. [K]
# COLUMN st_tefflim:     Effective Temperature Limit Flag
# COLUMN st_teffblend:   Effective Temperature Blend Flag
# COLUMN st_mass:        Stellar Mass [Solar mass]
# COLUMN st_masserr1:    Stellar Mass Upper Unc. [Solar mass]
# COLUMN st_masserr2:    Stellar Mass Lower Unc. [Solar mass]
# COLUMN st_masslim:     Stellar Mass Limit Flag
# COLUMN st_massblend:   Stellar Mass Blend Flag
# COLUMN st_rad:         Stellar Radius [Solar radii]
# COLUMN st_raderr1:     Stellar Radius Upper Unc. [Solar radii]
# COLUMN st_raderr2:     Stellar Radius Lower Unc. [Solar radii]
# COLUMN st_radlim:      Stellar Radius Limit Flag
# COLUMN st_radblend:    Stellar Radius Blend Flag
# COLUMN rowupdate:      Date of Last Update
# COLUMN pl_trandur:     Transit Duration [days]
# COLUMN pl_trandurerr1: Transit Duration Upper Unc. [days]
# COLUMN pl_trandurerr2: Transit Duration Lower Unc. [days]
# COLUMN pl_trandurlim:  Transit Duration Limit Flag
# COLUMN pl_tranmid:     Transit Midpoint [days]
# COLUMN pl_tranmiderr1: Transit Midpoint Upper Unc. [days]
# COLUMN pl_tranmiderr2: Transit Midpoint Lower Unc. [days]
# COLUMN pl_tranmidlim:  Transit Midpoint Limit Flag
# COLUMN pl_def_reflink: Default Reference
#
rowid,pl_hostname,pl_letter,pl_discmethod,pl_pnum,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_orbincl,pl_orbinclerr1,pl_orbinclerr2,pl_orbincllim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassprov,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_dens,pl_denserr1,pl_denserr2,pl_denslim,pl_ttvflag,pl_kepflag,pl_k2flag,pl_nnotes,ra_str,ra,dec_str,dec,st_dist,st_disterr1,st_disterr2,st_distlim,st_optmag,st_optmagerr,st_optmaglim,st_optmagblend,st_optband,gaia_gmag,gaia_gmagerr,gaia_gmaglim,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_teffblend,st_mass,st_masserr1,st_masserr2,st_masslim,st_massblend,st_rad,st_raderr1,st_raderr2,st_radlim,st_radblend,rowupdate,pl_trandur,pl_trandurerr1,pl_trandurerr2,pl_trandurlim,pl_tranmid,pl_tranmiderr1,pl_tranmiderr2,pl_tranmidlim,pl_def_reflink
1592,Kepler-147,b,Transit,2,12.61058400,0.00022800,-0.00022800,0,0.113000,,,0,,,,,,,,,,,,,,0.136,0.028,-0.028,0,,,,,0,1,0,1,19h11m54.18s,287.975766,+39d05m13.9s,39.087181,,,,,13.954,,0,,Kepler-band,,,,6012.00,100.00,-100.00,0,0,1.01,,,0,0,1.47,0.29,-0.29,0,0,2014-05-14,0.1853000,0.0132000,-0.0132000,0,2454971.190150,0.010420,-0.010420,0,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014ApJ...784...45R target=ref> Rowe et al. 2014</a>
1593,Kepler-147,c,Transit,2,33.41642300,0.00041600,-0.00041600,0,0.216000,,,0,,,,,,,,,,,,,,0.217,0.044,-0.044,0,,,,,0,1,0,1,19h11m54.18s,287.975766,+39d05m13.9s,39.087181,,,,,13.954,,0,,Kepler-band,,,,6012.00,100.00,-100.00,0,0,1.01,,,0,0,1.47,0.29,-0.29,0,0,2014-05-14,0.3039000,0.0087000,-0.0087000,0,2455004.333830,0.007200,-0.007200,0,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014ApJ...784...45R target=ref> Rowe et al. 2014</a>
1594,Kepler-1470,b,Transit,1,16.29509030,0.00019160,-0.00019160,0,,,,,,,,,,,,,,,,,,0.095,0.008,-0.007,0,,,,,0,1,0,1,19h14m46.80s,288.695007,+39d52m59.5s,39.883191,569.00,26.84,-29.91,0,15.061,,0,,Kepler-band,,,,4961.00,84.41,-94.64,0,0,0.80,0.04,-0.04,0,0,0.76,0.03,-0.04,0,0,2016-05-10,0.1518300,0.0132900,-0.0132900,0,2454977.804560,0.009870,-0.009870,0,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJ...822...86M target=ref>Morton et al. 2016</a>
1595,Kepler-1471,b,Transit,1,3.63899398,0.00002002,-0.00002002,0,,,,,,,,,,,,,,,,,,0.126,0.018,-0.012,0,,,,,0,1,0,1,19h18m39.57s,289.664878,+50d01m12.2s,50.020046,1059.00,157.75,-84.73,0,15.254,,0,,Kepler-band,,,,5660.00,86.53,-104.98,0,0,0.95,0.05,-0.06,0,0,0.93,0.14,-0.07,0,0,2016-05-10,0.0922100,0.0053300,-0.0053300,0,2454964.785440,0.004520,-0.004520,0,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJ...822...86M target=ref>Morton et al. 2016</a>
1596,Kepler-1472,b,Transit,1,38.13128310,0.00057550,-0.00057550,0,,,,,,,,,,,,,,,,,,0.170,0.068,-0.032,0,,,,,0,1,0,1,19h39m24.64s,294.852648,+49d03m26.9s,49.057472,1269.00,507.00,-190.51,0,14.633,,0,,Kepler-band,,,,6159.00,92.70,-114.64,0,0,1.16,0.16,-0.09,0,0,1.25,0.50,-0.18,0,0,2016-05-10,0.2643700,0.0335400,-0.0335400,0,2454992.366600,0.020800,-0.020800,0,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJ...822...86M target=ref>Morton et al. 2016</a>
1597,Kepler-1473,b,Transit,1,14.42735510,0.00008414,-0.00008414,0,,,,,,,,,,,,,,,,,,0.106,0.008,-0.007,0,,,,,0,1,0,1,19h22m32.78s,290.636569,+48d59m45.9s,48.996082,625.00,46.75,-36.61,0,13.359,,0,,Kepler-band,,,,6046.00,77.17,-64.08,0,0,1.09,0.04,-0.04,0,0,1.09,0.08,-0.06,0,0,2016-05-10,0.1621000,0.0061000,-0.0061000,0,2454971.841320,0.005250,-0.005250,0,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJ...822...86M target=ref>Morton et al. 2016</a>
1598,Kepler-1474,b,Transit,1,36.43334520,0.00032180,-0.00032180,0,,,,,,,,,,,,,,,,,,0.193,0.039,-0.021,0,,,,,0,1,0,1,19h38m46.57s,294.694049,+45d52m00.6s,45.866837,1214.00,238.52,-132.81,0,15.246,,0,,Kepler-band,,,,5870.00,115.73,-173.32,0,0,1.04,0.07,-0.07,0,0,1.04,0.20,-0.11,0,0,2016-05-10,0.1755400,0.0077500,-0.0077500,0,2454965.911040,0.006650,-0.006650,0,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJ...822...86M target=ref>Morton et al. 2016</a>
1599,Kepler-1475,b,Transit,1,82.17737400,0.00115000,-0.00115000,0,,,,,,,,,,,,,,,,,,0.261,0.088,-0.041,0,,,,,0,1,0,1,19h43m47.59s,295.948273,+44d45m11.2s,44.753124,1714.00,573.22,-277.87,0,15.292,,0,,Kepler-band,,,,6214.00,192.71,-203.22,0,0,1.18,0.15,-0.11,0,0,1.28,0.43,-0.19,0,0,2016-05-10,0.3818700,0.0132900,-0.0132900,0,2455030.193230,0.009340,-0.009340,0,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJ...822...86M target=ref>Morton et al. 2016</a>
1600,Kepler-1476,b,Transit,1,10.35863224,0.00005885,-0.00005885,0,,,,,,,,,,,,,,,,,,0.149,0.033,-0.012,0,,,,,0,1,0,1,18h58m07.70s,284.532096,+43d59m23.8s,43.989956,1218.00,255.04,-96.65,0,15.408,,0,,Kepler-band,,,,5663.00,68.09,-77.19,0,0,0.98,0.04,-0.05,0,0,0.96,0.20,-0.07,0,0,2016-05-10,0.1072500,0.0048700,-0.0048700,0,2454971.303810,0.004210,-0.004210,0,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJ...822...86M target=ref>Morton et al. 2016</a>
1601,Kepler-1477,b,Transit,1,11.55530021,0.00008098,-0.00008098,0,,,,,,,,,,,,,,,,,,0.105,0.008,-0.008,0,,,,,0,1,0,1,18h45m11.65s,281.298535,+42d41m08.7s,42.685753,525.00,29.97,-32.76,0,14.598,,0,,Kepler-band,,,,5100.00,78.06,-73.51,0,0,0.81,0.04,-0.04,0,0,0.78,0.04,-0.04,0,0,2016-05-10,0.1166200,0.0084200,-0.0084200,0,2454967.130830,0.005690,-0.005690,0,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJ...822...86M target=ref>Morton et al. 2016</a>
1602,Kepler-1478,b,Transit,1,26.08405940,0.00051210,-0.00051210,0,,,,,,,,,,,,,,,,,,0.154,0.042,-0.017,0,,,,,0,1,0,1,19h32m39.62s,293.165079,+41d44m46.4s,41.746235,1405.00,375.74,-156.48,0,15.440,,0,,Kepler-band,,,,5904.00,102.51,-137.72,0,0,1.04,0.07,-0.07,0,0,1.06,0.28,-0.11,0,0,2016-05-10,0.2802100,0.0177500,-0.0177500,0,2454982.447800,0.016300,-0.016300,0,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJ...822...86M target=ref>Morton et al. 2016</a>
1603,Kepler-1479,b,Transit,1,14.53261362,0.00004429,-0.00004429,0,,,,,,,,,,,,,,,,,,0.163,0.027,-0.014,0,,,,,0,1,0,1,19h02m50.86s,285.711919,+49d42m24.0s,49.706657,619.00,95.58,-52.46,0,13.785,,0,,Kepler-band,,,,5796.00,74.44,-79.45,0,0,0.99,0.05,-0.06,0,0,0.98,0.16,-0.08,0,0,2016-05-10,0.1003290,0.0031080,-0.0031080,0,2454973.467840,0.002500,-0.002500,0,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJ...822...86M target=ref>Morton et al. 2016</a>
1604,Kepler-148,b,Transit,3,1.72936600,0.00000400,-0.00000400,0,0.028000,,,0,,,,,,,,,,,,,,0.161,0.078,-0.078,0,,,,,0,1,0,1,19h19m08.69s,289.786216,+46d51m31.6s,46.858788,,,,,15.342,,0,,Kepler-band,,,,5272.00,200.00,-200.00,0,0,,,,,,0.85,0.41,-0.41,0,0,2014-05-14,0.0732000,0.0017000,-0.0017000,0,2454966.818530,0.001330,-0.001330,0,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014ApJ...784...45R target=ref> Rowe et al. 2014</a>
1605,Kepler-148,c,Transit,3,4.18004300,0.00000400,-0.00000400,0,0.050000,,,0,,,,,,,,,,,,,,0.321,0.157,-0.157,0,,,,,0,1,0,1,19h19m08.69s,289.786216,+46d51m31.6s,46.858788,,,,,15.342,,0,,Kepler-band,,,,5272.00,200.00,-200.00,0,0,,,,,,0.85,0.41,-0.41,0,0,2014-05-14,0.1034000,0.0011000,-0.0011000,0,2455006.719280,0.000540,-0.000540,0,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014ApJ...784...45R target=ref> Rowe et al. 2014</a>
1606,Kepler-148,d,Transit,3,51.84688575,0.00002570,-0.00002570,0,,,,,,,,,,,,,,,,,,0.774,0.046,-0.037,0,,,,,0,1,0,1,19h19m08.69s,289.786216,+46d51m31.6s,46.858788,,,,,15.342,,0,,Kepler-band,,,,5272.00,200.00,-200.00,0,0,,,,,,0.85,0.41,-0.41,0,0,2016-05-10,0.1991170,0.0019080,-0.0019080,0,2455003.081373,0.000399,-0.000399,0,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJ...822...86M target=ref>Morton et al. 2016</a>
1607,Kepler-1480,b,Transit,1,22.12679948,0.00009372,-0.00009372,0,,,,,,,,,,,,,,,,,,0.149,0.010,-0.007,0,,,,,0,1,0,1,19h27m59.95s,291.999771,+49d18m06.5s,49.301811,540.00,31.79,-25.26,0,14.523,,0,,Kepler-band,,,,5156.00,61.41,-70.65,0,0,0.85,0.04,-0.04,0,0,0.81,0.04,-0.03,0,0,2016-05-10,0.1535800,0.0048700,-0.0048700,0,2454977.935060,0.003370,-0.003370,0,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJ...822...86M target=ref>Morton et al. 2016</a>
1608,Kepler-1481,b,Transit,1,5.94220998,0.00002335,-0.00002335,0,,,,,,,,,,,,,,,,,,0.110,0.007,-0.005,0,,,,,0,1,0,1,19h17m45.35s,289.438971,+49d43m52.4s,49.731220,493.00,21.56,-22.23,0,14.779,,0,,Kepler-band,,,,4908.00,52.54,-65.82,0,0,0.80,0.03,-0.04,0,0,0.75,0.03,-0.03,0,0,2016-05-10,0.0947370,0.0040710,-0.0040710,0,2454966.814070,0.003420,-0.003420,0,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJ...822...86M target=ref>Morton et al. 2016</a>
1609,Kepler-1482,b,Transit,1,12.25383217,0.00008407,-0.00008407,0,,,,,,,,,,,,,,,,,,0.090,0.009,-0.010,0,,,,,0,1,0,1,19h01m15.31s,285.313805,+48d43m30.9s,48.725254,442.00,41.39,-28.42,0,13.747,,0,,Kepler-band,,,,5381.00,59.20,-59.31,0,0,0.88,0.04,-0.05,0,0,0.84,0.08,-0.05,0,0,2016-05-10,0.0922100,0.0074600,-0.0074600,0,2454976.703110,0.004730,-0.004730,0,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJ...822...86M target=ref>Morton et al. 2016</a>
1610,Kepler-1483,b,Transit,1,9.50851560,0.00010530,-0.00010530,0,,,,,,,,,,,,,,,,,,0.136,0.059,-0.027,0,,,,,0,1,0,1,19h41m38.35s,295.409776,+42d09m03.0s,42.150831,1327.00,556.29,-254.14,0,14.440,,0,,Kepler-band,,,,6337.00,208.71,-223.77,0,0,1.25,0.21,-0.14,0,0,1.40,0.60,-0.25,0,0,2016-05-10,0.1825400,0.0093300,-0.0093300,0,2454973.558710,0.009340,-0.009340,0,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJ...822...86M target=ref>Morton et al. 2016</a>
1611,Kepler-1484,b,Transit,1,30.45491360,0.00035360,-0.00035360,0,,,,,,,,,,,,,,,,,,0.188,0.027,-0.020,0,,,,,0,1,0,1,19h30m44.23s,292.684285,+38d07m34.6s,38.126286,1095.00,162.47,-108.15,0,15.268,,0,,Kepler-band,,,,5730.00,204.01,-127.90,0,0,0.94,0.08,-0.07,0,0,0.92,0.13,-0.09,0,0,2016-05-10,0.2559600,0.0098300,-0.0098300,0,2454973.763130,0.008260,-0.008260,0,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJ...822...86M target=ref>Morton et al. 2016</a>
1612,Kepler-1485,b,Transit,1,19.91577250,0.00012840,-0.00012840,0,,,,,,,,,,,,,,,,,,0.131,0.021,-0.012,0,,,,,0,1,0,1,19h52m22.90s,298.095423,+44d44m13.4s,44.737057,550.00,37.25,-34.12,0,13.204,,0,,Kepler-band,,,,6087.00,92.28,-89.44,0,0,1.11,0.04,-0.04,0,0,1.12,0.07,-0.06,0,0,2016-05-10,0.2564200,0.0061700,-0.0061700,0,2454972.372980,0.004720,-0.004720,0,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJ...822...86M target=ref>Morton et al. 2016</a>
1613,Kepler-1486,b,Transit,1,54.64957590,0.00098250,-0.00098250,0,,,,,,,,,,,,,,,,,,0.207,0.052,-0.026,0,,,,,0,1,0,1,19h22m21.69s,290.590382,+45d26m23.0s,45.439713,1465.00,360.39,-170.85,0,15.335,,0,,Kepler-band,,,,5965.00,147.55,-160.68,0,0,1.08,0.09,-0.07,0,0,1.12,0.27,-0.12,0,0,2016-05-10,0.3502100,0.0140000,-0.0140000,0,2455009.029900,0.015400,-0.015400,0,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJ...822...86M target=ref>Morton et al. 2016</a>
1614,Kepler-1487,b,Transit,1,7.31946363,0.00004683,-0.00004683,0,,,,,,,,,,,,,,,,,,0.190,0.076,-0.040,0,,,,,0,1,0,1,19h41m59.55s,295.498108,+38d38m40.2s,38.644501,1094.00,424.77,-224.22,0,13.489,,0,,Kepler-band,,,,6541.00,230.55,-190.33,0,0,1.38,0.21,-0.16,0,0,1.63,0.65,-0.32,0,0,2016-05-10,0.2016300,0.0073700,-0.0073700,0,2454970.218510,0.005670,-0.005670,0,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJ...822...86M target=ref>Morton et al. 2016</a>
1615,Kepler-1488,b,Transit,1,39.81899320,0.00029070,-0.00029070,0,,,,,,,,,,,,,,,,,,0.166,0.037,-0.033,0,,,,,0,1,0,1,19h06m35.14s,286.646417,+49d56m16.0s,49.937778,618.00,137.41,-120.56,0,13.102,,0,,Kepler-band,,,,5820.00,71.05,-62.23,0,0,1.05,0.07,-0.05,0,0,1.31,0.29,-0.26,0,0,2016-05-10,0.4499200,0.0070400,-0.0070400,0,2454999.646730,0.006260,-0.006260,0,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJ...822...86M target=ref>Morton et al. 2016</a>
1616,Kepler-1489,b,Transit,1,82.29475100,0.00179900,-0.00179900,0,,,,,,,,,,,,,,,,,,0.158,0.021,-0.016,0,,,,,0,1,0,1,18h45m11.00s,281.295831,+44d27m55.5s,44.465405,870.00,107.84,-72.75,0,14.828,,0,,Kepler-band,,,,5655.00,76.91,-64.04,0,0,0.93,0.05,-0.06,0,0,0.90,0.11,-0.07,0,0,2016-05-10,0.2920400,0.0257100,-0.0257100,0,2455045.007300,0.018900,-0.018900,0,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJ...822...86M target=ref>Morton et al. 2016</a>
1617,Kepler-149,b,Transit,3,29.19894300,0.00004100,-0.00004100,0,0.184000,,,0,,,,,,,,,,,,,,0.376,0.054,-0.054,0,,,,,0,1,0,1,19h03m24.88s,285.853667,+38d23m02.8s,38.384119,,,,,14.001,,0,,Kepler-band,,,,5381.00,100.00,-100.00,0,0,,,,,,0.95,0.14,-0.14,0,0,2014-05-14,0.2114000,0.0014000,-0.0014000,0,2455018.440220,0.000760,-0.000760,0,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014ApJ...784...45R target=ref> Rowe et al. 2014</a>
1618,Kepler-149,c,Transit,3,55.32832800,0.00194600,-0.00194600,0,0.281000,,,0,,,,,,,,,,,,,,0.144,0.021,-0.021,0,,,,,0,1,0,1,19h03m24.88s,285.853667,+38d23m02.8s,38.384119,,,,,14.001,,0,,Kepler-band,,,,5381.00,100.00,-100.00,0,0,,,,,,0.95,0.14,-0.14,0,0,2014-05-14,0.2895000,0.0180000,-0.0180000,0,2455019.326650,0.017520,-0.017520,0,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014ApJ...784...45R target=ref> Rowe et al. 2014</a>
1619,Kepler-149,d,Transit,3,160.01803200,0.00109600,-0.00109600,0,0.571000,,,0,,,,,,,,,,,,,,0.353,0.061,-0.061,0,,,,,0,1,0,1,19h03m24.88s,285.853667,+38d23m02.8s,38.384119,,,,,14.001,,0,,Kepler-band,,,,5381.00,100.00,-100.00,0,0,,,,,,0.95,0.14,-0.14,0,0,2014-05-14,0.2146000,0.0059000,-0.0059000,0,2455084.283480,0.003240,-0.003240,0,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2014ApJ...784...45R target=ref> Rowe et al. 2014</a>
1620,Kepler-1490,b,Transit,1,92.43629730,0.00090420,-0.00090420,0,,,,,,,,,,,,,,,,,,0.271,0.033,-0.056,0,,,,,0,1,0,1,19h42m46.46s,295.693573,+42d36m34.2s,42.609512,968.00,128.57,-87.30,0,15.449,,0,,Kepler-band,,,,5515.00,193.53,-190.47,0,0,0.90,0.07,-0.06,0,0,0.87,0.11,-0.07,0,0,2016-05-10,0.2378700,0.0083800,-0.0083800,0,2454996.588300,0.009160,-0.009160,0,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJ...822...86M target=ref>Morton et al. 2016</a>
1621,Kepler-1491,b,Transit,1,16.58617620,0.00022140,-0.00022140,0,,,,,,,,,,,,,,,,,,0.135,0.031,-0.012,0,,,,,0,1,0,1,19h34m31.14s,293.629756,+45d44m26.3s,45.740651,1312.00,291.04,-115.14,0,15.589,,0,,Kepler-band,,,,5728.00,84.52,-115.34,0,0,1.00,0.05,-0.05,0,0,0.99,0.22,-0.08,0,0,2016-05-10,0.2874600,0.0119600,-0.0119600,0,2454966.278700,0.010300,-0.010300,0,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJ...822...86M target=ref>Morton et al. 2016</a>
1622,Kepler-1492,b,Transit,1,16.75255007,0.00006460,-0.00006460,0,,,,,,,,,,,,,,,,,,0.133,0.025,-0.014,0,,,,,0,1,0,1,19h14m23.30s,288.597097,+41d02m11.1s,41.036420,371.00,14.88,-16.37,0,14.534,,0,,Kepler-band,,,,4712.00,54.27,-72.63,0,0,0.77,0.03,-0.04,0,0,0.72,0.02,-0.03,0,0,2016-05-10,0.1326700,0.0043700,-0.0043700,0,2454964.595180,0.003460,-0.003460,0,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJ...822...86M target=ref>Morton et al. 2016</a>
1623,Kepler-1493,b,Transit,1,15.02179830,0.00010750,-0.00010750,0,,,,,,,,,,,,,,,,,,0.126,0.024,-0.021,0,,,,,0,1,0,1,19h14m11.80s,288.549148,+38d33m54.8s,38.565232,572.00,107.27,-89.91,0,13.109,,0,,Kepler-band,,,,5863.00,78.69,-82.85,0,0,1.06,0.06,-0.05,0,0,1.29,0.24,-0.20,0,0,2016-05-10,0.1898800,0.0072900,-0.0072900,0,2454976.701940,0.006660,-0.006660,0,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJ...822...86M target=ref>Morton et al. 2016</a>
1624,Kepler-1494,b,Transit,1,91.08048200,0.00176900,-0.00176900,0,,,,,,,,,,,,,,,,,,0.274,0.041,-0.051,0,,,,,0,1,0,1,18h50m37.78s,282.657401,+43d09m45.1s,43.162518,1059.00,151.36,-89.41,0,15.214,,0,,Kepler-band,,,,5659.00,86.94,-107.31,0,0,0.96,0.05,-0.06,0,0,0.94,0.13,-0.07,0,0,2016-05-10,0.4021000,0.0165000,-0.0165000,0,2455046.758600,0.016300,-0.016300,0,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJ...822...86M target=ref>Morton et al. 2016</a>
1625,Kepler-1495,b,Transit,1,85.27325600,0.00195400,-0.00195400,0,,,,,,,,,,,,,,,,,,0.262,0.064,-0.029,0,,,,,0,1,0,1,19h04m31.38s,286.130757,+38d46m46.7s,38.779631,1307.00,314.56,-136.64,0,15.417,,0,,Kepler-band,,,,5831.00,90.97,-139.38,0,0,1.03,0.06,-0.06,0,0,1.04,0.25,-0.10,0,0,2016-05-10,0.3942500,0.0205400,-0.0205400,0,2455015.368200,0.020400,-0.020400,0,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJ...822...86M target=ref>Morton et al. 2016</a>
1626,Kepler-1496,b,Transit,1,64.65880170,0.00078000,-0.00078000,0,,,,,,,,,,,,,,,,,,0.198,0.081,-0.032,0,,,,,0,1,0,1,19h35m53.74s,293.973936,+45d21m02.5s,45.350704,1293.00,512.03,-218.88,0,14.694,,0,,Kepler-band,,,,6182.00,140.35,-206.60,0,0,1.18,0.17,-0.11,0,0,1.27,0.52,-0.20,0,0,2016-05-10,0.3145400,0.0117500,-0.0117500,0,2455003.178320,0.009090,-0.009090,0,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2016ApJ...822...86M target=ref>Morton et al. 2016</a>
